hours-per-week,age,capital-gain,capital-loss,workclass,education,education-num,marital-status,relationship,race,gender,native-country,income,occupation
40,57,0,1902,Local-gov,Bachelors,13,Married-civ-spouse,Husband,White,Male,United-States,85508,Prof-specialty
20,24,0,0,?,Some-college,10,Never-married,Not-in-family,White,Female,United-States,2000,?
50,27,0,0,Private,Bachelors,13,Married-civ-spouse,Other-relative,White,Male,United-States,15009,Craft-repair
80,41,0,0,Private,Prof-school,15,Married-civ-spouse,Husband,White,Male,United-States,99999,Prof-specialty
36,21,0,0,Private,HS-grad,9,Never-married,Own-child,Black,Male,United-States,4608,Other-service
10,18,594,0,?,Some-college,10,Never-married,Own-child,White,Male,United-States,2594,?
35,37,0,0,Private,10th,6,Divorced,Unmarried,White,Female,United-States,12700,Exec-managerial
40,48,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,55300,Transport-moving
40,43,0,0,Local-gov,Bachelors,13,Married-civ-spouse,Husband,White,Male,United-States,40000,Prof-specialty
40,50,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,29722,Craft-repair
40,57,0,0,Local-gov,Bachelors,13,Divorced,Not-in-family,White,Male,United-States,47700,Exec-managerial
28,20,0,0,Private,HS-grad,9,Never-married,Own-child,White,Male,United-States,11262,Handlers-cleaners
11,67,3818,0,?,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,46599,?
40,28,0,0,Private,HS-grad,9,Never-married,Not-in-family,White,Male,United-States,15000,Handlers-cleaners
48,45,0,0,Self-emp-inc,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,39210,Craft-repair
45,65,0,0,Self-emp-not-inc,Some-college,10,Widowed,Unmarried,White,Female,United-States,10000,Exec-managerial
40,26,0,0,Private,HS-grad,9,Never-married,Other-relative,White,Male,United-States,17000,Craft-repair
30,38,0,0,Private,HS-grad,9,Never-married,Unmarried,White,Female,United-States,7500,Sales
60,47,0,1977,Self-emp-inc,Prof-school,15,Married-civ-spouse,Husband,White,Male,United-States,99999,Prof-specialty
32,50,0,0,Private,Some-college,10,Never-married,Not-in-family,White,Male,United-States,12000,Other-service
40,44,0,0,Federal-gov,Masters,14,Never-married,Not-in-family,White,Female,United-States,42000,Prof-specialty
40,19,0,0,Private,HS-grad,9,Never-married,Not-in-family,White,Female,United-States,2050,Adm-clerical
40,43,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,29024,Adm-clerical
40,33,0,0,Private,7th-8th,4,Married-civ-spouse,Husband,White,Male,United-States,10600,Machine-op-inspct
30,31,0,0,Local-gov,Bachelors,13,Never-married,Own-child,White,Female,United-States,4000,Prof-specialty
40,20,0,0,Federal-gov,HS-grad,9,Never-married,Not-in-family,White,Female,United-States,7000,Other-service
40,53,0,0,Private,Some-college,10,Widowed,Unmarried,White,Female,United-States,32810,Exec-managerial
40,23,0,0,Private,Some-college,10,Never-married,Own-child,White,Male,United-States,9707,Other-service
55,29,0,0,Private,HS-grad,9,Never-married,Not-in-family,White,Female,United-States,21956,Adm-clerical
40,27,0,0,Private,Some-college,10,Divorced,Unmarried,White,Female,United-States,29000,Craft-repair
38,26,0,0,Local-gov,Bachelors,13,Never-married,Not-in-family,White,Female,United-States,32785,Prof-specialty
40,50,0,0,Private,10th,6,Separated,Unmarried,White,Female,United-States,16402,Adm-clerical
56,36,0,0,Local-gov,Some-college,10,Married-civ-spouse,Husband,White,Male,United-States,52101,Protective-serv
50,36,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,20600,Other-service
30,20,0,0,?,Some-college,10,Never-married,Own-child,White,Female,United-States,1400,?
10,17,0,0,?,11th,7,Never-married,Own-child,White,Male,United-States,1500,?
40,29,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,11450,Machine-op-inspct
30,20,0,0,?,Some-college,10,Never-married,Own-child,White,Male,United-States,1321,?
88,44,0,0,Self-emp-not-inc,11th,7,Married-civ-spouse,Husband,White,Male,United-States,16500,Farming-fishing
40,50,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,58000,Machine-op-inspct
19,20,0,0,Private,Some-college,10,Never-married,Own-child,White,Female,United-States,3420,Other-service
60,38,0,0,Self-emp-not-inc,HS-grad,9,Married-spouse-absent,Unmarried,White,Male,United-States,8010,Farming-fishing
45,27,0,1887,Self-emp-inc,Bachelors,13,Married-civ-spouse,Husband,White,Male,United-States,64463,Exec-managerial
5,62,0,0,Self-emp-not-inc,7th-8th,4,Married-civ-spouse,Husband,White,Male,United-States,27205,Sales
40,29,0,0,Private,Some-college,10,Married-civ-spouse,Husband,Amer-Indian-Eskimo,Male,United-States,17000,Adm-clerical
40,26,0,0,Private,Masters,14,Never-married,Not-in-family,White,Female,United-States,21052,Prof-specialty
40,31,0,0,Local-gov,HS-grad,9,Divorced,Unmarried,Amer-Indian-Eskimo,Male,United-States,15809,Other-service
40,21,0,0,Private,HS-grad,9,Never-married,Own-child,White,Male,United-States,14000,Machine-op-inspct
60,43,0,0,Self-emp-inc,Bachelors,13,Married-civ-spouse,Husband,White,Male,United-States,47538,Prof-specialty
60,58,0,0,Private,Bachelors,13,Never-married,Not-in-family,White,Female,United-States,35000,Prof-specialty
45,25,0,0,Private,Assoc-voc,11,Never-married,Not-in-family,White,Male,United-States,18000,Sales
58,26,0,0,Private,Bachelors,13,Married-civ-spouse,Husband,White,Male,United-States,72200,Prof-specialty
50,50,7298,0,Self-emp-inc,Masters,14,Married-civ-spouse,Husband,White,Male,United-States,76498,Prof-specialty
55,51,0,0,Private,Bachelors,13,Married-civ-spouse,Husband,White,Male,United-States,48526,Exec-managerial
55,34,6849,0,Private,HS-grad,9,Divorced,Not-in-family,White,Male,United-States,42349,Craft-repair
16,18,0,0,Private,Some-college,10,Never-married,Own-child,White,Male,United-States,3025,Other-service
48,48,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,38560,Machine-op-inspct
40,32,0,0,Private,Some-college,10,Never-married,Not-in-family,White,Female,United-States,12792,Adm-clerical
40,22,0,0,?,Some-college,10,Never-married,Own-child,White,Male,United-States,10000,?
50,75,0,0,Self-emp-inc,11th,7,Never-married,Not-in-family,White,Male,United-States,12478,Exec-managerial
40,23,0,0,Private,HS-grad,9,Never-married,Own-child,White,Male,United-States,13000,Handlers-cleaners
51,31,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,32030,Craft-repair
60,50,0,0,Self-emp-inc,HS-grad,9,Married-spouse-absent,Not-in-family,White,Male,United-States,23200,Sales
45,35,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,56650,Craft-repair
44,40,0,0,Private,Some-college,10,Never-married,Not-in-family,White,Female,United-States,19508,Sales
45,45,0,0,State-gov,Masters,14,Divorced,Not-in-family,White,Female,United-States,36250,Prof-specialty
50,44,0,0,Private,Masters,14,Married-civ-spouse,Husband,White,Male,United-States,85100,Exec-managerial
70,47,0,0,Local-gov,Bachelors,13,Separated,Not-in-family,White,Female,United-States,25015,Prof-specialty
40,49,2176,0,?,10th,6,Separated,Own-child,White,Male,United-States,8376,?
45,47,0,2415,Self-emp-inc,Prof-school,15,Married-civ-spouse,Husband,White,Male,United-States,99999,Prof-specialty
35,47,0,0,Private,Some-college,10,Widowed,Not-in-family,White,Female,United-States,4000,Other-service
40,27,0,0,Private,Assoc-voc,11,Never-married,Not-in-family,White,Male,United-States,30000,Craft-repair
45,23,0,0,Private,Bachelors,13,Never-married,Not-in-family,White,Female,United-States,38000,Sales
45,44,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,10102,Machine-op-inspct
65,35,0,0,Self-emp-not-inc,Assoc-voc,11,Never-married,Own-child,White,Male,United-States,30138,Farming-fishing
25,56,0,0,?,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,38800,?
55,46,0,0,Private,Bachelors,13,Married-civ-spouse,Husband,White,Male,United-States,78600,Sales
20,51,0,0,Self-emp-not-inc,HS-grad,9,Separated,Unmarried,White,Female,United-States,3000,Other-service
40,34,1831,0,Federal-gov,Assoc-voc,11,Divorced,Own-child,Black,Female,United-States,12231,Adm-clerical
50,22,0,0,Private,Some-college,10,Never-married,Not-in-family,White,Male,United-States,42144,Craft-repair
12,26,0,0,State-gov,Some-college,10,Married-civ-spouse,Husband,White,Male,United-States,13200,Exec-managerial
40,22,0,0,Private,HS-grad,9,Never-married,Other-relative,White,Male,United-States,12000,Other-service
36,31,0,0,Private,Bachelors,13,Never-married,Unmarried,White,Female,United-States,43582,Prof-specialty
50,44,0,0,Self-emp-not-inc,Assoc-acdm,12,Never-married,Own-child,White,Male,United-States,12000,Sales
40,54,0,0,Private,Masters,14,Divorced,Not-in-family,White,Female,United-States,36300,Sales
60,41,0,2051,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,25949,Craft-repair
40,30,0,0,Private,10th,6,Divorced,Not-in-family,Amer-Indian-Eskimo,Male,United-States,2600,Other-service
40,37,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,Amer-Indian-Eskimo,Male,United-States,40000,Craft-repair
40,31,0,0,Private,11th,7,Never-married,Unmarried,White,Male,United-States,20210,Transport-moving
40,20,0,0,Private,Some-college,10,Never-married,Own-child,White,Male,United-States,11500,Craft-repair
70,25,0,0,Private,HS-grad,9,Never-married,Own-child,White,Male,United-States,35790,Transport-moving
50,30,4787,0,Private,Assoc-acdm,12,Never-married,Not-in-family,White,Male,United-States,59795,Craft-repair
50,35,3103,0,Private,Assoc-voc,11,Married-civ-spouse,Husband,White,Male,United-States,57413,Exec-managerial
40,29,0,0,Private,Some-college,10,Separated,Not-in-family,White,Female,United-States,16700,Sales
40,36,0,0,Private,12th,8,Married-civ-spouse,Husband,Other,Male,United-States,34050,Craft-repair
45,23,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,Black,Male,United-States,26358,Machine-op-inspct
5,17,0,0,Private,HS-grad,9,Never-married,Own-child,White,Female,United-States,1510,Adm-clerical
40,47,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,15960,Sales
48,27,0,0,Private,HS-grad,9,Never-married,Not-in-family,White,Male,United-States,13000,Other-service
7,49,0,0,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Wife,White,Female,United-States,73370,Exec-managerial
50,40,0,0,Private,Masters,14,Never-married,Not-in-family,White,Male,United-States,30750,Prof-specialty
60,45,0,1977,Private,Bachelors,13,Married-civ-spouse,Husband,White,Male,United-States,99999,Exec-managerial
40,22,0,0,?,Some-college,10,Never-married,Own-child,White,Female,United-States,1500,?
40,25,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,50050,Craft-repair
40,59,0,0,Private,HS-grad,9,Divorced,Not-in-family,White,Male,United-States,29237,Machine-op-inspct
35,33,2176,0,Private,7th-8th,4,Divorced,Not-in-family,White,Male,United-States,8676,Handlers-cleaners
25,29,0,1977,Self-emp-inc,HS-grad,9,Married-civ-spouse,Wife,White,Female,United-States,99999,Sales
20,66,0,1258,Private,Some-college,10,Married-civ-spouse,Husband,White,Male,United-States,37885,Transport-moving
40,20,0,0,Private,HS-grad,9,Never-married,Own-child,White,Male,United-States,7800,Sales
40,44,0,0,Private,HS-grad,9,Divorced,Not-in-family,White,Male,United-States,33426,Craft-repair
40,31,0,0,Private,Some-college,10,Never-married,Not-in-family,White,Male,United-States,20100,Adm-clerical
50,47,15024,0,Private,Assoc-voc,11,Married-civ-spouse,Husband,White,Male,United-States,99999,Exec-managerial
46,37,0,0,Private,Bachelors,13,Never-married,Not-in-family,White,Male,United-States,43400,Transport-moving
10,71,0,0,?,Doctorate,16,Married-civ-spouse,Husband,White,Male,United-States,67054,?
40,21,0,0,Private,HS-grad,9,Never-married,Not-in-family,White,Male,United-States,27962,Transport-moving
20,43,0,0,Private,HS-grad,9,Never-married,Own-child,White,Male,United-States,6000,Craft-repair
10,38,0,0,State-gov,Some-college,10,Divorced,Unmarried,White,Female,United-States,2136,Tech-support
80,47,0,0,State-gov,Bachelors,13,Married-civ-spouse,Husband,White,Male,United-States,14871,Adm-clerical
60,46,0,1876,Local-gov,Masters,14,Divorced,Not-in-family,White,Female,United-States,39269,Prof-specialty
40,56,0,0,Private,HS-grad,9,Widowed,Unmarried,White,Female,United-States,8710,Other-service
40,72,0,0,State-gov,7th-8th,4,Widowed,Unmarried,Black,Female,United-States,3408,Other-service
40,49,0,0,Private,Some-college,10,Divorced,Not-in-family,White,Male,United-States,26018,Adm-clerical
40,42,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,7568,Machine-op-inspct
55,25,0,0,Private,Some-college,10,Never-married,Not-in-family,White,Male,United-States,36600,Transport-moving
40,50,0,0,Private,Some-college,10,Divorced,Unmarried,White,Female,United-States,42000,Prof-specialty
45,29,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,27300,Craft-repair
16,48,0,0,Private,HS-grad,9,Married-spouse-absent,Unmarried,White,Female,United-States,5000,Other-service
40,50,0,0,Local-gov,Masters,14,Married-civ-spouse,Wife,White,Female,United-States,45321,Prof-specialty
50,30,0,0,Private,Bachelors,13,Never-married,Not-in-family,White,Male,United-States,46500,Prof-specialty
40,31,0,0,Private,Some-college,10,Never-married,Not-in-family,Amer-Indian-Eskimo,Female,United-States,12000,Other-service
15,17,0,0,Private,10th,6,Never-married,Own-child,White,Male,United-States,2800,Handlers-cleaners
41,32,0,0,Private,Some-college,10,Divorced,Unmarried,Black,Female,United-States,19020,Adm-clerical
60,34,7298,0,Private,Bachelors,13,Married-civ-spouse,Husband,White,Male,United-States,72298,Sales
40,60,0,0,Private,Masters,14,Divorced,Other-relative,Black,Male,United-States,20000,Prof-specialty
40,46,0,0,Private,Some-college,10,Married-civ-spouse,Husband,Black,Male,United-States,65150,Craft-repair
45,25,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,12001,Craft-repair
36,25,0,0,Private,HS-grad,9,Never-married,Own-child,White,Male,United-States,12784,Machine-op-inspct
40,30,0,0,Private,Bachelors,13,Married-civ-spouse,Husband,White,Male,United-States,41689,Handlers-cleaners
40,43,0,2415,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Husband,White,Male,United-States,99999,Sales
40,32,0,1380,Federal-gov,HS-grad,9,Never-married,Unmarried,White,Female,United-States,41713,Exec-managerial
40,47,0,0,Private,Bachelors,13,Never-married,Own-child,White,Male,United-States,25062,Sales
40,33,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,40630,Sales
50,29,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,Black,Male,United-States,21532,Other-service
40,32,0,0,Private,Bachelors,13,Married-civ-spouse,Husband,White,Male,United-States,54300,Exec-managerial
50,29,8614,0,Private,Bachelors,13,Never-married,Not-in-family,White,Male,United-States,56014,Sales
25,17,0,0,Private,10th,6,Never-married,Own-child,White,Male,United-States,1600,Other-service
40,32,0,0,?,HS-grad,9,Never-married,Own-child,Black,Male,United-States,3400,?
40,40,0,0,Private,Some-college,10,Never-married,Unmarried,White,Female,United-States,26520,Exec-managerial
40,51,0,0,Private,11th,7,Never-married,Not-in-family,Black,Female,United-States,8147,Other-service
40,50,0,0,Local-gov,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,46500,Protective-serv
40,37,0,0,Private,Bachelors,13,Married-civ-spouse,Husband,White,Male,United-States,46800,Adm-clerical
50,59,0,0,Private,Prof-school,15,Married-spouse-absent,Unmarried,White,Male,United-States,31200,Prof-specialty
40,60,0,0,Self-emp-inc,11th,7,Married-civ-spouse,Husband,White,Male,United-States,54348,Transport-moving
40,22,0,0,Private,HS-grad,9,Never-married,Own-child,White,Male,United-States,14105,Adm-clerical
33,44,0,0,Self-emp-inc,HS-grad,9,Divorced,Unmarried,White,Female,United-States,11600,Other-service
40,62,0,0,Local-gov,Assoc-voc,11,Divorced,Not-in-family,Black,Female,United-States,16536,Adm-clerical
25,19,0,0,Private,Some-college,10,Never-married,Own-child,White,Female,United-States,5600,Sales
40,57,0,0,Self-emp-inc,Prof-school,15,Married-civ-spouse,Husband,White,Male,United-States,19392,Prof-specialty
40,33,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,29772,Tech-support
40,58,0,0,Local-gov,Masters,14,Married-civ-spouse,Husband,White,Male,United-States,62423,Prof-specialty
40,58,0,0,Private,10th,6,Separated,Not-in-family,White,Female,United-States,12346,Protective-serv
40,62,0,0,?,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,65273,?
50,39,0,0,Private,HS-grad,9,Married-civ-spouse,Wife,Black,Female,United-States,13600,Adm-clerical
16,17,0,0,Local-gov,11th,7,Never-married,Own-child,White,Female,United-States,2020,Other-service
40,57,0,0,Private,10th,6,Married-civ-spouse,Husband,White,Male,United-States,27000,Machine-op-inspct
40,23,2105,0,Private,HS-grad,9,Married-civ-spouse,Own-child,White,Female,United-States,11165,Machine-op-inspct
20,20,0,0,Private,Some-college,10,Never-married,Not-in-family,White,Female,United-States,3000,Sales
40,41,0,0,Private,Assoc-voc,11,Never-married,Own-child,White,Female,United-States,23300,Adm-clerical
80,35,0,0,Private,Prof-school,15,Married-civ-spouse,Husband,White,Male,United-States,99999,Prof-specialty
